你说的是在地图上巡逻吗,看到最新的竖版地图，蜗牛道：“爸爸，我长大了，要当兵，为祖国巡逻边疆！ ”老蜗牛听了，点点头，问：“你说的是在地图上巡逻吗？”
猪躺着也中枪,有一天，天鹅对癞蛤蟆说：我要是长成你那样，我早就去死了。癞蛤蟆说：那猪还活的好好的呢。在一旁的猪听了，非常气愤地说：我在看笑话，
傻狗一点都不傻,有一次我爸带着我家傻狗去遛弯，玩了一会回家了。走到四楼傻狗不走了就在门口不走了转圈，我爸骂骂咧咧的喊了几句，傻狗还是不走，我爸就
各自的祖先,骡子说：“谁说我跑不快啊，我的祖上可是风驰电掣的千里马啊！”蜈蚣立即说：“说得对，谁说我爬得慢啊，看看我的身形你们就知道了，我的
那是一个鸟不拉屎的地方,“屎克郎，你不是移民了吗？怎么又回来了？”“再不回来，就饿死了！”“怎么会这样子！”“那是一个鸟不拉屎的地方！”
好狗，给你找条母狗,我养了一只狗，打从买回它那一天起，我一有空就训练它，将地上的丢的钱给叼起来。现在终于有回报了，每次放它出门，大部分情况下，都能叼
遇到狮子,"一天，你遇到狮子，故作镇定，用可怕的眼神瞪狮子。突然狮子双手合十并跪了下来，你得意地说：知道厉害了吧！少顷,狮子幽幽地道：祷告完毕"
我也想当模特,猴姐开了一家服装店，雇用长颈鹿当模特，展示新进的花花绿绿的围巾，百兽齐夸围巾漂亮，生意火爆。奶牛挤向前和猴子讲：猴姐，我也想当模
可怜的小恐龙,从前有一只魔龙，被施了诅咒，张大嘴就会沉睡1000年。然后，他睡着了，1000年后，他醒了。然后，他打了个哈欠。
跟踪,在堵车长达几小时后，一哥们终于无法忍受，只看见他暴跳如雷的打开车门，拉开后备箱，从里面拿出一根长长的木棍。所有堵车的人吃惊的看着
一定是光头强干的,熊二：熊大，我们森林里是不是有小熊丢了？熊大：熊二，你为什么这么说？ 熊二：昨天，我在镇上逛街看见有个人指着一个小家伙说：你个熊孩
鸡和狗,甲：对不起，我的鸡没圈好，跑出来弄坏了你种的菜。乙：没关系，我的狗已经把你的鸡吃了。甲：噢！怪不得我从狗的肚子里发现了鸡骨头。乙
痴情的狼,狼偷羊时正好被牧羊人捉住，于是开始了下面的对话。牧羊人：你是那里的狼？狼：《我是一匹来自北方的狼》。牧羊人：为什么偷我的羊？狼：
传教士与狮子,一个传教士在非洲传教。一天，传教士在林间小路行走，忽闻后面有狮子的脚步声。“主啊！ ”传教士祈祷道，“用您的慈悲保佑后面的狮子是个
浴缸水你要不,兔子有一天突然想喝胡萝卜汁，于是它来到了一家店。兔子：“老板！有没有胡萝卜汁？”老板：“没有！”兔子：“那你有没有胡萝卜？”老板
大象跟鹿小姐,大象先生跟小鹿小姐是一对恩爱甜蜜的模范情侣。 可最近，大象先生有些苦恼，因为他每次提出进一步发展，都被小鹿小姐用“那个来了，不方便
狗明星,有一天有一个人带着一条狗到唱片公司，他说他是这条狗的经纪人，并说他这条狗会唱歌跳舞云云，老板不相信，就叫小狗表演一次。当音乐响起
贪得无厌,“我的老婆是个贪得无厌的女人！ ”“怎么回事？”“星期天，她向我索要五元；星期一，问我取三元；昨天索要二元，今天又要索要一元！ ”“
老鼠的不满,老鼠的不满：马尝牛圈、猪圈、狗窝、蜂窝、蚂蚁窝、鸟巢听着多好听，为什么把我们的家叫“老鼠洞”？
你要不要这么可爱,晚上订了晚餐后在宿舍里焦急的等着，过了一会儿有人来敲宿舍门，当时饿的有点脑残，我喊了一声“饭，是你吗？”只听外面传来悠悠的声音“
你脑袋被驴踢了,动物园一头驴为了争食物踢了一只羊驼的头部。边上的鹿看到了，跑过来对羊驼说：草泥马，你脑袋被驴踢了吧！
想红 就忍着......,"煮饭时,一只螃蟹顶出锅盖，对你说:""我热！""，答曰:想红 就忍着......"
钥匙在我手里,动物王国里，老虎召集开会，会上，各种小动物都不敢说话。老虎干咳了几声，打破尴尬，“我知道你们心里想什么，这样好不好，我亲自修一个
机智的蜘蛛,一只小苍蝇不小心撞上蜘蛛网，蜘蛛赶紧过来吐丝将其包住，准备做顿美餐，不料这时飞来了一只超大型的苍蝇，厉声喝道：“小蜘蛛，你在对我
熊妈妈安慰熊孩子,“孩子，你应该振作起来，为什么要自卑和自闭呢？其实大家都很喜欢你。”熊妈妈耐心而温柔地安慰熊孩子。
羊和骡子,羊和骡子是多年不见的老同学，它们长大后都经营了自己的公司，某天，它们相遇了。羊给骡子送了一件羊毛大衣：“兄弟，这羊毛绝对正宗，我
我是北极熊吗,冷啊！小熊：「妈，我真的是北极熊吗？」熊妈妈：「当然呀！你是我和你爸生下来的，所以你当然是北极熊。」小熊听完之后还是感到怀疑，便
兔子误入虎穴,兔子误入虎穴，发蒙！老虎看见了很兴奋！马上把洞口堵上！兔子见状说：其实我来这里是为了告诉你，我爱你！老虎说：别以为蛇精病的我就不
蚂蚁绊象,蚂蚁在森林里走，突然遇到一只大象，蚂蚁连忙一头钻进土里，伸出一只腿。小白兔见了很好奇，问：你在干什么？蚂蚁悄悄对它说： 嘘……别出
小白兔和大狗熊,小白兔和大狗熊走在森林里，不小心踢翻一只壶。壶里出来一精灵，说可以满足它们各三个愿望。狗熊说，把它变成世界上最强壮的狗熊。它的愿
青蛙猎食,"夜幕下蹲守猎物的青蛙,突然看见一个“萤火虫”冒出，马上伸长舌头将其“拿下”，而后破口大骂曰：“是哪个缺德的家伙弹烟头了？”"
好善良的狗狗,我家狗好像在喂猫，两三次了…刚才我下楼遛狗，蠢狗在它吃饭的碗里叼了块肉，含着下楼了，我以为它是想在路上吃，结果到了楼下，出了单元
聪明的鹦鹉,有个人买了一只鹦鹉，想让它学会文明用语，于是每天早晨经过它时都说，早安。话说这天早上他精神不太好，经过它时什么也没说，鸟儿冷冷地
爆冷的蚯蚓一家,蚯蚓一家这天很无聊，小蚯蚓就把自己切成两段打羽毛球去了，蚯蚓妈妈觉得这方法不错，就把自己切成四段打麻将去了，蚯蚓爸爸想了想，就把
北极熊和熊猫,说有一只北极熊，因为雪地太刺眼了，必须要戴墨镜才能看东西， 可是他找不到墨镜，于是闭着眼睛爬来爬去在地上找，爬呀爬呀，把手脚都爬的
羊的愤怒,一群动物到海上旅行，船突然出现故障超载要扔掉一些东西减轻重量，不然会沉没。 这时一个动物提议：所有动物都讲一个笑话，如果有一个动物
都是吃货来的,驴子为了吊在眼前的一根胡萝卜，拉磨累死了。动物聚到一起评论此事，牛说：驴的身体太差，看我耕地都没事。狗说：目光短浅的驴子，只能看
害羞的小猪,农场里有一只小猪很喜欢一朵小桃花，但是它很害羞，不好意思去搭话……过了很久很久很久很久很久很久很久很久很久很久……午餐肉终于鼓起
老鼠爱大米,老鼠先生手拿玫瑰花，跪着对老鼠小姐说：“亲爱的，请你嫁给我吧。”老鼠小姐横眉对它说：“嫁给你，你个骗子，满大街的人都说你爱大米。
为什么是这样,“孟婆啊孟婆，求你告诉我，明明我肚子里有了他的血脉，为什么那个男人还要狠心打死我？”“少废话！快喝完汤下辈子投胎做人吧！死蚊子！
猫头鹰,动物园召开讨论会！主持人问：“猫是否会爬树？”老鹰抢答：“会！ ”主持人：“请举例说明！ ”老鹰含泪说道：“那年，我睡熟了，猫爬上了
外遇问题,一公鸡和一母鸡一向关系很好，一天，养鸡人发现公鸡追着母鸡咬，养鸡人非常奇怪，往鸡窝里一看，原来母鸡下了一个鸭蛋。
体检结果,动物的体检结果，蚂蚁：多动症。蚊子：贫血。猴子：痔疮。兔子：红眼病。骆驼：强弯性脊柱炎。猪：早老性痴呆症。蟾蜍：带状疱疹。长颈鹿
乌龟一家野外郊游,某日，龟爸、龟妈、龟儿子三只乌龟，决议去郊游。带了一个山东大饼，和两罐海底鸡出发到阳明山去。 苦爬十年，终於到了。席地而坐，卸下装
终于找到了一个猴子,八戒带着悟空下山去嫖妓，带着悟空转悠了好几个有名的红楼，可是八戒看悟空的表情，见得师兄都十分不满意。无奈，八戒带着悟空来到了最后
领导和猪,一天，某领导到一个农场视察，看到有几头猪，就到猪旁边拍了一张照片。随行人员在照片上写上：领导和猪在一起。但又感到不妥。于是改成：
倒霉的青蛙,"一天,一少妇在溪中沐浴,一青蛙误入其私处,不出半月青蛙死了取其尸上附一纸条写到;日日遭棍殴生不如死 吾去也。"
小狗见到响尾蛇,小狗见到响尾蛇，冲过去照头上就舔，蛇直接被扑面而来的热情击晕，三个疑问直击它的灵魂：这货想干啥？它咋看上我了？我要不要弄死它？与
新龟兔赛跑,话说龟兔赛跑结束和后，兔子因为输了，心里不服，郁郁寡欢。过了不久，兔子找乌龟再次赛跑，想赢回面子。结果，外甥打灯笼——照旧，又输
勤劳也是错,从前有两只猪，一只猪勤奋无比，早起晚归田间劳作，一只猪却懒惰异常，靠勤奋小猪接济着过日子。日子一天天的过去，某天，猪神下山发现了
无辜的长颈鹿,长颈鹿：“你拉着电线打秋千，弄断了电线，为什么对别人说是我碰断的？” 猴子：“你总是不吱声，我以为你又聋又哑呢！请愿谅我借词不当。
狮子亡,有一只狮子在动物园里放屁一堆狮子都死光人称他ㄉ屁叫..............狮子亡
人类中的十二生肖,1、龙：古老的东方有一群人，他们全都是龙的传人……不用我多说了吧？ 2、蛇：我其实是个“人见人爱、花见花开”的漂亮美女，“美女蛇”就
那只狗不是我的,楚阳向在超市看见一只可爱的小狗儿，便问保安员：“你的狗咬人吗？”“我的狗从不咬人。”保安员答道。于是，楚阳向试着将手指伸向小狗儿
蚂蚁,一个人从未坐过飞机。当他坐到飞机里的时候，面孔吓得发白。听到发动机的响 声，他紧紧抓住椅子的扶手，闭上眼睛。五分钟时间，他好象过
谁喝了我的咖啡,一只兔子来到咖啡馆要了一个甜面包和一杯咖啡。它把面包和咖啡放到桌上就去洗手了。等它回来时，咖啡不见了。“谁喝了我的咖啡？”兔子问
"幽默的动物产品,肯定供不应求",1、信鸽：迷你快递公司，航空快递，安全(不怕坠机)、速度快、传送距离远、保密性能好，欢迎选用。 2、企鹅：暖冬牌羽绒服，真皮翻毛西服款型
捕捉苍蝇新技能,寝室在讨论，怎么才能让苍蝇纸粘住苍蝇？室友神发言：说抓只母的，把腿掰开，贴上面。尼玛！
狼爱上羊,灰太狼在家边做家务，边唱了起来：“狼爱上羊呀，爱得疯狂”。话音刚落，平顶锅就落脑袋上了...
瞎猫为什么遇上死耗子的来源,一老鼠病入膏肓，已经奄奄一息了。弥留之际，儿子问他还有什么遗愿。他想了想说：“我唯一的遗愿就是死后把遗体捐献出去。”儿子问：“您
老虎读了三国以后,老虎读了三国以后去抓野猪，见猪窝无一猪，摸摸胡须说：空城计!转身见兽夹上有一死猪，大惊：苦肉计!忽然又见到了你，大喜：呦嗬，还有美人
耳朵帽跟围巾,大象：今天天真冷啊，看我，刚买了个耳朵帽。长颈鹿：可不，冻死了，今天出来我特意找了条围巾戴上了。
变蜜,蜜蜂爸爸对小蜜蜂说：“孩砸，我们蜜蜂最厉害的就是采完花粉以后可以变蜜。”“粑粑，那得多难受啊？”小蜜蜂捂着屁股说。
最狠的兔子,在森林里，有一只公熊在追一只兔子，突然它们看见了一个魔鬼，魔鬼对它们说：“我满足你们每个三个愿望”。于是熊先说：“我要变成全森林
企鹅和熊闲得无聊,有一只企鹅，闲得没事干，拔自己毛玩拔光了，他说了一句话:真冷。续集:有一只北极熊，闲得没事干，拔自己毛玩，拔光了，他说了一句话:那企
公牛的无奈,"公牛：亲爱的，你可把我害惨了.母牛：啥了？公牛：昨天你不是请假吗,主人又喝醉了，把我当成你了，他非要从这挤点奶。我死活不肯，但最后还"
说的好有道理,远远地看见一条疯狗，雄狮赶紧躲开了。小狮子说：“爸爸，你敢于和老虎拼斗，与猎豹争雄，如今却躲避一条疯狗，多丢人啊！”雄狮说：“孩
反应迟钝的猪,话说一群动物在海上遇了难，眼看食物快吃完了，他们决定说笑话淘汰，如果笑话不能使所有的动物发笑，被淘汰的就扔进海里。大家抓号按次序
不知天高地厚的耗子,耗子把偷来的食物分给了猫一半，而没有给狗，狗红了眼，下决心要治治那不知天高地厚的耗子。
同是属狗,有一教书先生坐船，艄公与其攀谈起年庚，就问教书先生属相，教书先生回答说属狗，又问月份，答说正月，艄公于是感慨道：“我也属狗，但是
可怜的小鱼啊,妈妈买了一条鱼，家乐福不管收拾，回到家发现没死，不忍心杀，于是乎上网求救。有一个神人说了一个妙招：放点水淹死……。
鹦鹉怒了,茶楼老板养鹦鹉于门前，有客来它说“欢迎”，客走它说“慢走”。一女甚为好奇，进而复出，反复若干次。鹦鹉大怒，高呼：“老板！有个女的
在树上看球有两个好处,蝉：别人当拉拉队都在看台上加油助威，可俺们得跑树上才能叫得欢实。在树上看球有两个好处，一是省了门票钱，二是皮肤晒不黑。
鸡哪里错了,一个小伙子在生日那天收到礼物，是一只会说话的鹦鹉。可是很快发现这只鹦鹉满嘴脏话，非常粗鲁，而且根本不懂礼貌。他决心改变鹦鹉。每天
小狼,"狼妈妈和狼爸爸对他们的儿子小狼的前途非常担忧,因为小狼总是喜欢吃蔬菜，不喜欢吃肉。有一天他们看到小狼在追一只小白兔，他们很高兴，也"
吹牛的老鼠,有3只老鼠：美国老鼠，英国老鼠及香港老鼠在香港碰上了。美国老鼠说：我们那的老鼠特有本事，看到老鼠药就拿来都吃了。那玩意经饿。 英国老
公鸡累坏了,狗对公鸡说：哥们，最近咋没听见你打鸣了？公鸡打了个哈欠，无精打采地说：嗐，前段时间母鸡下蛋少了，主人经过侦查发现其它几只公鸡和邻
四大理想,猪的四大理想：四周围栏都倒掉，天上纷纷掉饲料，天下屠夫都死掉，世界人民信佛教。男人的四大理想：天上纷纷掉钞票，美男个个都死掉。美
蚊子和螳螂,有一天蚊子和螳螂去看美女洗澡。蚊子对螳螂说：你看我十几年前在她胸上咬了两口现在肿这么大了。螳螂说：你那算个啥么，我十几年前在她的
私房钱,狗哭丧着脸说：“考古学家在我家主人的花园里发现了大量的骨头！ ” 猫说：“那是新发现啊！你怎么这么悲伤啊？” 狗大声哭到：“那是我的
比蛋大的理想,有母鹅每天在晨曦中仰天高歌，小鹅不明其意，她谆谆教导说：活着要有远大理想！我在向太阳挑战，将来下的蛋，一定要比它还要大！
有关系,有天在高速上，我闲着无聊，正好旁边有辆运满猪的货车，就跟旁边的老公说，挖！快看！一整车的你亲戚！谁知这二货头也不回的说，尼玛要不
三只乌龟,三只乌龟来到一家饭馆，要了三份蛋糕。东西刚端上桌，他们发现都没带钱。大乌龟说：我最大，当然不用回去取钱。中乌龟说：派小乌龟去最合
两只水母的谈话,两只水母在海边相撞在一起。水母甲：“搞会么嘛！你游泳不长眼睛啊！”水母乙：“什么是眼睛啊？”水母甲：“我也不知道，上次和別人撞到
猴子敲硬核仁壳,一只年长的猴子拿着硬核仁用大的石头稳稳的敲了四五下结果敲裂硬核仁壳，取出自己用智慧拿到的核仁吃。一只幼小的猴子学着年长的猴子，拿
蜘蛛爱上了蝴蝶,蜘蛛爱上了蝴蝶，蝴蝶却拒绝了它。 蜘蛛问：“为什么？这是为什么！ ” 蝴蝶说：“我妈说了，整天在网上混的都不是好人。” 本文来自: 中文
看名侦探柯南的影响,看了700多集柯南的人，会600多种杀人方法，精通200多种密室杀人法，认识上百种毒药，制造各种不在场证明，巧妙利用鱼线，录音机，匕首，毒针
这有啥,"一天,一只乌鸦碰见了一只非常漂亮的鸟(beau),beau嘲笑乌鸦:你穿得样子好好难看呀.乌鸦反讥道:你知道什么呀,我的衣服现在是时尚,你穿的花花绿绿的"
知足吧，没变成一只蛤蟆就不错了,小蝌蚪曾经以为自己将来会是一只漂亮的金鱼，或是一只威武的螃蟹，也可能是一只悠闲的乌龟，最后才了解自己是一只丑丑的青蛙，心中难免失
征兵,有天在森林里，征召动物们从军去打仗，于是森林里的动物全都要来体检。排第一的猴子很不想从军，他看看他的长尾巴，于是牙一咬狠下心来把
这猴子成精了,带两岁儿子去动物园，到猴山的时候过来只猴子把儿子两个香蕉抢走了，儿子一着急，对着猴子乌拉乌拉大叫一通，没听懂是什么。这时奇迹出现
买房子,母乌龟责怪公乌龟说：“都怪你，现在房价是贵，但也不能看到猴子家买六楼，也跟着贪便宜买高层买到六楼啊，现在好了，不说做事了，光爬下
驴子的抱怨,驴子辛苦干活，却受到了不公正的待遇。它有很多抱怨：没有婚外情，那骡子不是驴与马的孩子，我恨马，驴唇不对马嘴，怎么还跟它生子呢。我
好坏的熊,熊和兔子在森林里大便，熊问兔子：“毛沾到大便上无所谓吧?”兔子答：“无所谓”，于是熊就用兔子擦屁股。
猪朋狗友,猪跟狗是朋友。一天，猪向狗抱怨道：什么鬼天气呀！都热成狗了！狗惊讶：你个死猪！开水那么烫你都不怕，你会怕热？
孙子真厉害,一个人养了一只鹦鹉，非常厉害，和它关在一起的其他鸟都被它打死了。后来主人弄回来一只鹰和它搁在了一块，等主人在来看，笼子外面挂着鹦
主人,两个虚荣心很强的狗主人在聊天。我们家的狗会看报纸耶！韵韵说道。是啊，我知道！倩倩回答道：我们家的小黑狗前些日子告诉过我了！
掰了一夜的腿,蚂蚁跟蜈蚣举行了庄重的婚礼仪式。第二天青蛙问蚂蚁感觉如何。蚂蚁长叹了一口气说：我掰开一个腿不是，又掰开一个腿还不是。再掰开一条腿
第二种语言,一户人家鼠满为患，特地从外地找来一只号称世界上最厉害的猫。果然，成效显注！！随着同伴不断减少，鼠辈们深感不安，它们不断地商量对策
有多少奖金,兔子在运动会上，又落在乌龟的后面了，观众一起大喊加油，兔子不屑地说：别瞎嚷嚷好不好。这场比赛，有多少奖金？给我一个快跑的理由。
拔腿无情,公牛同母牛交配。远处有一溜小汽车开来。公牛大惊失色，撂蹄便跑。公牛惊魂未定，母牛也气喘吁吁地赶到。母牛埋怨公牛道：“老哥哥，你也
青蛙和牛蛙向鸭子求婚,青蛙和牛蛙都向鸭子求婚，青蛙：“我每天唱歌给你听。”牛蛙：“我也每天唱歌你听。”青蛙：“我每天带你去水立方游泳。”牛蛙也说一样的
『蛛丝马迹』,一天儿子的心爱玩具超人不见了，全家几乎总动员为他寻找。老公越找越气，叫儿子想一想：「你想想看，最后一次把玩具放在那里？或许有一些
蚂蚁先生就被淹死了,蚂蚁先生跟大象小姐恋爱啦，大象小姐整天都乐呵呵，蚂蚁不满意，对大象说：你瞧人家女朋友都娇滴滴的，时不时为男朋友流个泪啥的，你怎么
没有那么聪明的毛驴,一个聪明人在乡下散步，看到磨房里面一头毛驴在拉磨，脖子上头挂着一串铃铛。于是聪明人向磨房主道：“你为何要在毛驴的脖子上挂一串铃铛
开除,海绵宝宝被蟹老板叫到办公室。 蟹老板说 ：海绵宝宝，你以后不用来上班了。这个月的工资因为迟到全部扣除。 海绵宝宝：蟹老板...
为什么穿山甲一直在挖地,提问：为什么穿山甲一直在挖地 回答：在找穿山乙。。。
鸭子有爹嘛？亚麻带,小鸭子向妈妈哭诉：为啥隔壁的鸡阿姨老是说我没爹呢？我明明有爹啊！鸭妈妈安慰到：你跟我说说她是怎么说你的？小鸭子：我每天晚上都会听
乌龟和盖中盖,一只小乌龟盖了间房子住进去了——盖中盖 小乌龟把房子拆了盖了一间新的住进去了——新盖中盖 小乌龟又把房子拆了了又盖了第三间——巨能
布谷鸟能做甚么??,爸爸:小明你知道布谷鸟对我们有什么用处吗?小明:知道啊!牠的【布】可以做衣服，【谷】能当粮食吃，【鸟】可以当作宠物。爸:*@%^&^^
大象有钱后,象：“如果我要有钱了，我就买顶轿子，多雇些人给我抬轿。”
蘑菇云啊,饿极的狮子靠近卧睡的牛，这时，牛突然放了一个响屁将草丛里的蘑菇弹飞起来。狮子惊得目瞪口呆，狂逃，惊呼：“蘑菇云啊～～”
昙花一现,玫瑰花妹妹闷闷不乐的揪着自己的花瓣，“在一起，不在一起，在一起。”朋友问她怎么了？她捧着脸嘟着嘴说：“我好喜欢昙花(昙花一现)哥哥啊
胡萝卜当饵,一只小兔子去池塘钓鱼，钓了许久都没有钓到，第二天，小兔子又去池 塘钓鱼，钓了一天仍没有钓到鱼，第三天，小兔子仍然坚持在池塘钓鱼，还
谁先回家,兔子对乌龟说：“乌龟老弟，今天我们比个赛，看谁先回家？”乌龟爽快答应道：“行，你准备好了吗？”“准备好了，”兔子作冲刺状，并发出
黑猫和白猫,黑、白两只猫见面了。白猫：黑哥，好久不见，在哪里高就？黑猫：我现在干私家侦探，专门给大款、贪官太太搜集小三的证据，生意很红火。白
屎壳郎有钱后,屎壳郎说：“如果我有钱了，我就把方圆百里的所有厕所都包下来，可劲儿地吃个够。”
表亲,青蛙向天鹅求爱，遭拒，朋友怕其伤心，纷纷来劝。却见青蛙笑道：没事的，实在不行咱就娶个鸭子，也算是个表亲了吧！
蚊子征婚,蚊子：本蚊子体态姣美，娉婷若仙鹤，因前夫专以植物的花蜜和果子、茎、叶里的汁液为食，双方饮食习惯不同，经常吵架，导致婚姻破裂。如今
移情别恋,刺猬刺刺向刺猬猬猬提出分手，它移情别恋爱上了乌龟。猬猬问：“告诉我为什么？”。刺刺说：“在一起那么久都没有拥抱过，可人家乌龟不怕
黑狗同白兔,有一日黑狗小新同白兔小丸子在草丛中大便完事后黑狗小新问白兔小丸子:‘你介不介意大便弄脏你的白毛呀?’白兔小丸子答:‘不介意的。’黑狗
蛙泳与仰泳的区别,一群公河马要过一条河，河那边有一群母河马在等着他们。但河里有很多鳄鱼，公河马为了能和母河马见面，大家三下五除二游了过去。 等到了对
可怜的兔纸,室友以前养兔子，冬天怕兔子冷。把兔子抱被窝里了 第二天早上起来发现兔子直挺挺躺那里。后来发现兔子已经死了 是被室友压死的…
它居然跟了两天！多可爱的狗狗,说个邻居家狗狗的，农村养的土狗。农忙时候，一天邻居大妈发现晚上喂狗的时候狗狗不见了。发动全家出去找，找了很晚也没找着，大妈可伤心
超级幽默的让我再活一次,猪：假如让我再活一次，我要做一头牛。工作虽然累点，但名声好，而我们只是傻瓜、懒虫的象征，连骂人都要说“蠢猪”。 牛：假如让我再活一
五一好好休息吧,一壁虎在工地游荡，正好有一大鳄鱼远远地爬了过来，准备要一口吃掉它，情急之下，小壁虎一把抱住了鳄鱼的腿，大喊：“妈！”鳄鱼一愣，立
两个搞笑的动物笑话,公羊：“老婆，今天吃啥？”母羊：“今天我们吃狼肉！ ”公羊(⊙o⊙)“哇，那么好啊！通常都是狼吃我们，今天我们吃狼了啊！ ”菜上来以后，
乌龟的效率,"四只乌龟在一起打牌,突然发现啤酒喝光了,大家凑了一些钱,派最年幼的乌龟去买啤酒.两天过去了,啤酒还没有买回来。“他准是带着我们的钱逃走了"
怎么了，电话老占线,小刘买了一只鹦鹉，为了能让这只鹦鹉学舌，他对鹦鹉不断地重复：“喂……喂…… 喂……”鹦鹉有点不耐烦了，它睁开惺忪的眼睛问道：“怎么
一个探险家的真实故事,一个探险家到非洲冒险，在半路上突然遇到狮子，探险家故作镇定，用严厉的眼神狠狠地瞪狮子，想不到狮子好像感到畏惧，不敢再往前进，于是
做家事的狗,有一个家庭里人人都讨厌做家事，于是爸爸推给妈妈做，妈妈推给儿子做，儿子推给妹妹做，妹妹只好推给狗做。有一天一个客人去拜访他们，发
这些笑话可以让你思考。,儿子回家后兴冲冲地告诉爸爸：”老师说，一个孩子吃河马的奶，一个月内体重增加20磅。“爸爸厉声说：”胡说八道，哪有这回事！是谁的孩子？
冲动最好的惩罚,一鼠见一猫在午睡，便唱：“2002年的第一场雪。”见猫没有反应，又放肆地唱道：“你是我的情人。”猫醒来一把抓起鼠，嘭嘭两拳唱：“这就是
蚊子,楚峰头睡午觉时，一只蚊子叮在他的左胳膊上，大喝了一通，就在贪心的蚊子想再喝一口时，楚峰头被叮醒了，在他抡起右手要打蚊子的一刹那，
小白兔和长颈鹿,长颈鹿说:小兔子，真希望你能知道有一个长脖子是多么的好。无论什么好吃的东西，我吃的时候都会慢慢的通过我的长脖子，那美味可以长时间的
孔雀,"小玛丽去到乡下祖母家.一天,她在花园里玩耍,看见一只孔雀,她从来没有见过这种鸟,望了一阵子后,她得意地跑进屋里叫道;“奶奶,快来看啊,你家有"
蝙蝠向麻雀求婚,蝙蝠向麻雀求婚，却被拒绝。蝙蝠很不解：“为什么？我有什么地方做的不好你可以说，我可以改啊！”麻雀：“俺娘说了，长得黑也就算了，重
你还当真了,乌龟抬头仰望着天空中翱翔的苍鹰，羡慕地大发感慨:“亲爱的上帝，请赐予我一对苍鹰的翅膀！”话音刚落，只听两声枪响，苍鹰的双翅被打落了
小蚯蚓拍照,小蚯蚓第一次拍照：“爸爸，爸爸，我应该摆个什么姿势啊？”“摆个威字吧！”晚上，蚯蚓爸爸拿着小蚯蚓的遗书——“爸爸骗人，切成这么多
一只王八和乌龟相爱了,一只王八被洪水从大江里冲进了大海，他在海里孤独游荡，后来一只乌龟收留了他，最终他们相爱了。多年后乌龟怀孕了，问王八，以后咱们的孩
两只海龟,某年某月某日，在某个沙滩上，一只公海龟和一只母海龟邂逅了，他们一见钟情，经过几个小时的磨合之后，他们终于有了他们的第一次，事后他
驴儿有钱了,驴：“如果有朝一日咱驴儿有钱了，我要让能工巧匠在磨盘上造个躺椅，让俺舒舒服服地躺在上面，然后高一声低一声吆喝着主人推磨。”
儿子比老子利害（乌龟跟王八那个聪明的修改版）,"乌龟和王八是好朋友一天他们觉得特无聊,乌龟就出了道题目考考王八“王八，你说乌龟的儿子叫什么呀！ ”王八想都没想就回答道“笨，这么简单"
啥时候害过你的菜,小白兔摆摊卖菜，小灰兔看了看菜，说：“你的菜看上去好烂呀，还有虫眼呢。”小白兔解释道：“有虫眼就对了，说明这菜是“无公”害的！”
可爱的狐狸,我有一次上山里玩，路上遇到一只狐狸，心血来潮远远冲它大喝一声：“孽畜！还不快快现出原形？！ ”狐狸楞了一下，突然开口说话了：“这本
骗你是狗,母狗对公狗说：“你真的可以给我吃好吃的东西吗？”公狗说：“骗你是狗，不吃拉倒！”
鼠急生智,鼠急生智老鼠被猫追赶，就在最危机的时刻，老鼠来个急刹车回头大叫几声“汪，汪，汪”居然把猫吓跑了。老鼠一抹满头的大汗庆幸的说：“看
悲催的毛驴,毛驴再也不拉磨了，一天到晚就围着磨子吱吱啊啊的响，能有什么出息？主人送了它一副黑色的眼罩，说阳光大戴上这个好去一个很远的地方。毛
哈士奇,家里养了一只哈士奇，今天喂它狗粮的时候，出于好奇，我随手拿起一块尝了尝，谁知这货深情地看了我一眼后，默默地挪了挪身体，在饭盆边给
你不咬人吧,一位妇人带她的狗去理发。当被告知要40美元时，她十分震惊。“我理发也只要9美元！”她轻蔑地说。“但你不咬人吧？”理发师很快地回答。
香菇真不诚实,西兰花说：“我像一棵小树”；香菇说：“我像把小伞”；核桃说：“我像大脑”；香蕉说：“我们换个话题吧？”
看看人家再看看你,春节后，他家的一头白色母猪发情了。因附近没有公猪，一天，这只母猪“越狱”了。找了几座山也没找到，几个月后，母猪竟带回一群共13头小野
动物过冬,跳蚤：俺有被子盖，觉得每年冬天都是暖冬。真冷了，俺做做跳高，活动一下身体，马上就暖和了。 牛：俺穿着特大号翻毛皮衣，超级耐寒，说实
得意的耗子,“一只耗子悠闲的趴在洞口，看着门口的狗，说：“你这么辛苦工作，还是蜗居着。看看我自己干，都置办了几套房子了。”狗说：“工薪阶层，
手球和足球,蛇：谁跟我提足球，我就跟谁急！龙：我也不玩足球，弄不好，它们总说我故意“自摆乌龙”！蜈蚣：为了省钱，我也从来不穿鞋。那咱们不玩足
不识趣的老虎,老虎按住王八，说：小样！穿个马甲我就不认识你啦？第二天见乌龟，老虎笑：嘿嘿！咋样？你的壳被我按裂啦吧？
嫁鸡随机,小明家有只小母鸡，每天都在一个固定的地方下蛋。后来，它嫁给了一个公鸡。从那以后，小母鸡下蛋的地方再也不固定了，今天在这，明天在那
